LMSD Examples,LM_ID,Common Name,Systematic Name,Main Class,Sub Class,Mass,Formula,m/z,RT [min]
/resources/tools/chemdb_ontology?abbrev=FA 17:4;O,LMFA03050031,12-KHT,"12-oxo-5Z,8E,10E-heptadecatrienoic acid",Eicosanoids [FA03],Hydroxy/hydroperoxyeicosatrienoic acids [FA0305],278.19,C17H26O3,277.18088,5.107
/resources/tools/chemdb_ontology?abbrev=FA 12:1;O,LMFA01050169,10-hydroxy-11-dodecenoic acid,10-hydroxy-11-dodecenoic acid,Fatty Acids and Conjugates [FA01],Hydroxy fatty acids [FA0105],214.16,C12H22O3,213.14926,3.273
/resources/tools/chemdb_ontology?abbrev=FA 12:1;O,LMFA01050168,12-hydroxy-10-dodecenoic acid,12-hydroxy-10-dodecenoic acid,Fatty Acids and Conjugates [FA01],Hydroxy fatty acids [FA0105],214.16,C12H22O3,213.14926,3.273
/resources/tools/chemdb_ontology?abbrev=FA 12:1;O,LMFA01050170,12-hydroxy-3Z-dodecenoic acid,12-hydroxy-3Z-dodecenoic acid,Fatty Acids and Conjugates [FA01],Hydroxy fatty acids [FA0105],214.16,C12H22O3,213.14926,3.273
/resources/tools/chemdb_ontology?abbrev=FA 12:1;O,LMFA01050608,12-hydroxy-9Z-dodecenoic acid,12-hydroxy-9Z-dodecenoic acid,Fatty Acids and Conjugates [FA01],Hydroxy fatty acids [FA0105],214.16,C12H22O3,213.14926,3.273
/resources/tools/chemdb_ontology?abbrev=FA 12:1;O,LMFA01050254,3R-hydroxy-5Z-dodecenoic acid,3R-hydroxy-5Z-dodecenoic acid,Fatty Acids and Conjugates [FA01],Hydroxy fatty acids [FA0105],214.16,C12H22O3,213.14926,3.273
/resources/tools/chemdb_ontology?abbrev=FA 12:1;O,LMFA01060088,11-oxo-dodecanoic acid,11-oxo-dodecanoic acid,Fatty Acids and Conjugates [FA01],Oxo fatty acids [FA0106],214.16,C12H22O3,213.14926,3.273
/resources/tools/chemdb_ontology?abbrev=FA 12:1;O,LMFA01060089,12-oxo-dodecanoic acid,12-oxo-dodecanoic acid,Fatty Acids and Conjugates [FA01],Oxo fatty acids [FA0106],214.16,C12H22O3,213.14926,3.273
/resources/tools/chemdb_ontology?abbrev=FA 12:1;O,LMFA01060090,2-oxo-dodecanoic acid,2-oxo-dodecanoic acid,Fatty Acids and Conjugates [FA01],Oxo fatty acids [FA0106],214.16,C12H22O3,213.14926,3.273
/resources/tools/chemdb_ontology?abbrev=FA 12:1;O,LMFA01060091,3-oxo-dodecanoic acid,3-oxo-dodecanoic acid,Fatty Acids and Conjugates [FA01],Oxo fatty acids [FA0106],214.16,C12H22O3,213.14926,3.273
/resources/tools/chemdb_ontology?abbrev=FA 12:1;O,LMFA01060039,4-keto lauric acid,4-oxo-dodecanoic acid,Fatty Acids and Conjugates [FA01],Oxo fatty acids [FA0106],214.16,C12H22O3,213.14926,3.273
/resources/tools/chemdb_ontology?abbrev=FA 12:1;O,LMFA01060183,5-Oxododecanoic acid,5-Oxododecanoic acid,Fatty Acids and Conjugates [FA01],Oxo fatty acids [FA0106],214.16,C12H22O3,213.14926,3.273
/resources/tools/chemdb_ontology?abbrev=FA 12:1;O,LMFA01060184,7-Oxododecanoic acid,7-Oxododecanoic acid,Fatty Acids and Conjugates [FA01],Oxo fatty acids [FA0106],214.16,C12H22O3,213.14926,3.273
/resources/tools/chemdb_ontology?abbrev=FA 12:1;O,LMFA01060040,9-keto lauric acid,9-oxo-dodecanoic acid,Fatty Acids and Conjugates [FA01],Oxo fatty acids [FA0106],214.16,C12H22O3,213.14926,3.273
/resources/tools/chemdb_ontology?abbrev=FA 12:1;O,LMFA07040136,"4S-Hydroxy-5R-octyl-4,5-dihydro-3H-furan-2-one",3S-hydroxy-4R-dodecanolide,Fatty esters [FA07],Lactones [FA0704],214.16,C12H22O3,213.14926,3.273
/resources/tools/chemdb_ontology?abbrev=FA 12:1;O,LMFA07040137,"4S-Hydroxy-5S-octyl-4,5-dihydro-3H-furan-2-one",3S-hydroxy-4S-dodecanolide,Fatty esters [FA07],Lactones [FA0704],214.16,C12H22O3,213.14926,3.273
/resources/tools/chemdb_ontology?abbrev=FA 12:1;O,LMFA07040043,6-hydroxy-4-dodecanolide,6-hydroxy-4-dodecanolide,Fatty esters [FA07],Lactones [FA0704],214.16,C12H22O3,213.14926,3.273
/resources/tools/chemdb_ontology?abbrev=FA 12:1;O,LMFA07040180,8-hydroxy invictolide 2,"8-hydroxy-2R,4R,6-trimethyl-nona-5S-olide",Fatty esters [FA07],Lactones [FA0704],214.16,C12H22O3,213.14926,3.273
/resources/tools/chemdb_ontology?abbrev=FA 12:1;O,LMFA07040178,YT02-B,"4,10-dihydroxy-10-methylundecan-4-olide",Fatty esters [FA07],Lactones [FA0704],214.16,C12H22O3,213.14926,3.273
/resources/tools/chemdb_ontology?abbrev=FA 20:5;O3,LMFA01030748,"5,6,15-trihydroxy-7,9,13-Eicosatrien-11-ynoic acid","5,6,15-trihydroxy-7,9,13-Eicosatrien-11-ynoic acid",Fatty Acids and Conjugates [FA01],Unsaturated fatty acids [FA0103],350.21,C20H30O5,349.20178,4.282
/resources/tools/chemdb_ontology?abbrev=FA 20:5;O3,LMFA03010205,15-dehydro-prostaglandin I2,"6,9S-epoxy-11R-hydroxy-15-oxo-5Z,13E-prostadienoic acid",Eicosanoids [FA03],Prostaglandins [FA0301],350.21,C20H30O5,349.20178,4.282
/resources/tools/chemdb_ontology?abbrev=FA 20:5;O3,LMFA03010206,15-keto-PGD2,"9S-hydroxy-11,15-dioxo-5Z,13E-prostadienoic acid",Eicosanoids [FA03],Prostaglandins [FA0301],350.21,C20H30O5,349.20178,4.282
/resources/tools/chemdb_ontology?abbrev=FA 20:5;O3,LMFA03010030,15-keto-PGE2,"9,15-dioxo-11R-hydroxy-5Z,13E-prostadienoic acid",Eicosanoids [FA03],Prostaglandins [FA0301],350.21,C20H30O5,349.20178,4.282
/resources/tools/chemdb_ontology?abbrev=FA 20:5;O3,LMFA03010130,19-hydroxy-PGA2,"9oxo-15S,19-dihydroxy-5Z,10Z,13E-prostatrienoic acid",Eicosanoids [FA03],Prostaglandins [FA0301],350.21,C20H30O5,349.20178,4.282
/resources/tools/chemdb_ontology?abbrev=FA 20:5;O3,LMFA03010132,19-hydroxy-PGB2,"9-oxo-15S,19-dihydroxy-5Z,8(12),13E-prostatrienoic acid",Eicosanoids [FA03],Prostaglandins [FA0301],350.21,C20H30O5,349.20178,4.282
/resources/tools/chemdb_ontology?abbrev=FA 20:5;O3,LMFA03010166,19R-hydroxy-PGA2,"9-oxo-15S,19R-dihydroxy-5Z,10Z,13E-prostatrienoic acid",Eicosanoids [FA03],Prostaglandins [FA0301],350.21,C20H30O5,349.20178,4.282
/resources/tools/chemdb_ontology?abbrev=FA 20:5;O3,LMFA03010167,19R-hydroxy-PGB2,"9-oxo-15S,19R-dihydroxy-5Z,8(12),13E-prostatrienoic acid",Eicosanoids [FA03],Prostaglandins [FA0301],350.21,C20H30O5,349.20178,4.282
/resources/tools/chemdb_ontology?abbrev=FA 20:5;O3,LMFA03010142,PGD3,"9S,15S-dihydroxy-11-oxo-5Z,13E,17Z-prostatrienoic acid",Eicosanoids [FA03],Prostaglandins [FA0301],350.21,C20H30O5,349.20178,4.282
/resources/tools/chemdb_ontology?abbrev=FA 20:5;O3,LMFA03010135,PGE3,"9-oxo-11R,15S-dihydroxy-5Z,13E,17Z-prostatrienoic acid",Eicosanoids [FA03],Prostaglandins [FA0301],350.21,C20H30O5,349.20178,4.282
/resources/tools/chemdb_ontology?abbrev=FA 20:5;O3,LMFA03010045,PGI3,"6,9S-epoxy-11R,15S-dihydroxy-15Z,13E,17Z-prostatrienoic acid",Eicosanoids [FA03],Prostaglandins [FA0301],350.21,C20H30O5,349.20178,4.282
/resources/tools/chemdb_ontology?abbrev=FA 20:5;O3,LMFA03010023,PGK2,"9,11-dioxo-15S-hydroxy-5Z,13E-prostadienoic acid",Eicosanoids [FA03],Prostaglandins [FA0301],350.21,C20H30O5,349.20178,4.282
/resources/tools/chemdb_ontology?abbrev=FA 20:5;O3,LMFA03020049,12-Oxo-20-hydroxy-leukotriene B4,"(5R,6Z,8E,10E,14Z)-5,20-dihydroxy-12-oxoicosa-6,8,10,14-tetraenoic acid",Eicosanoids [FA03],Leukotrienes [FA0302],350.21,C20H30O5,349.20178,4.282
/resources/tools/chemdb_ontology?abbrev=FA 20:5;O3,LMFA03020053,15-Epi-lipoxin B5,"(5R,6E,8Z,10E,12E,14R,15R,17Z)-5,14,15-trihydroxyicosa-6,8,10,12,17-pentaenoic acid",Eicosanoids [FA03],Leukotrienes [FA0302],350.21,C20H30O5,349.20178,4.282
/resources/tools/chemdb_ontology?abbrev=FA 20:5;O3,LMFA03020064,20-oxo-leukotriene B4,"(5S,6Z,8E,10E,12R,14Z)-5,12-dihydroxy-20-oxoicosa-6,8,10,14-tetraenoic acid",Eicosanoids [FA03],Leukotrienes [FA0302],350.21,C20H30O5,349.20178,4.282
/resources/tools/chemdb_ontology?abbrev=FA 20:5;O3,LMFA03030005,TXA3,"9S,11S-epoxy,15S-hydroxy-thromboxa-5Z,13E,17Z-trien-1-oic acid",Eicosanoids [FA03],Thromboxanes [FA0303],350.21,C20H30O5,349.20178,4.282
/resources/tools/chemdb_ontology?abbrev=FA 20:5;O3,LMFA03040011,15-Oxo-lipoxin A4,"(5R,6R,7E,9E,11Z,13E)-5,6-dihydroxy-15-oxoicosa-7,9,11,13-tetraenoic acid",Eicosanoids [FA03],Lipoxins [FA0304],350.21,C20H30O5,349.20178,4.282
/resources/tools/chemdb_ontology?abbrev=FA 20:5;O3,LMFA03040009,15-oxo-LXA4,"15-oxo-5S,6R-dihydroxy-7E,9E,11Z,13E-eicosatetraenoic acid",Eicosanoids [FA03],Lipoxins [FA0304],350.21,C20H30O5,349.20178,4.282
/resources/tools/chemdb_ontology?abbrev=FA 20:5;O3,LMFA03040012,Lipoxin A5,"5S,6R,15S-trihydroxy-7E,9E,11Z,13E-eicosatetraenoic acid",Eicosanoids [FA03],Lipoxins [FA0304],350.21,C20H30O5,349.20178,4.282
/resources/tools/chemdb_ontology?abbrev=FA 20:5;O3,LMFA03070042,"5,6,18-triHEPE","5,6,18-trihydroxy-7E,9E,11E,14Z,16Z-eicosapentaenoic acid",Eicosanoids [FA03],Hydroxy/hydroperoxyeicosapentaenoic acids [FA0307],350.21,C20H30O5,349.20178,4.282
/resources/tools/chemdb_ontology?abbrev=FA 20:5;O3,LMFA03070034,5S-Hp-18R-HEPE,"5S-hydroperoxy-18R-hydroxy-6E,8Z,11Z,14Z,16E-eicosapentaenoic acid",Eicosanoids [FA03],Hydroxy/hydroperoxyeicosapentaenoic acids [FA0307],350.21,C20H30O5,349.20178,4.282
/resources/tools/chemdb_ontology?abbrev=FA 20:5;O3,LMFA03070039,5S-Hp-18S-HEPE,"5S-hydroperoxy-18S-hydroxy-6E,8Z,11Z,14Z,16E-eicosapentaenoic acid",Eicosanoids [FA03],Hydroxy/hydroperoxyeicosapentaenoic acids [FA0307],350.21,C20H30O5,349.20178,4.282
/resources/tools/chemdb_ontology?abbrev=FA 20:5;O3,LMFA03070041,"6-trans-5,12,18-triHEPE","5,12,18-trihydroxy-6E,8E,10E,14Z,16Z-eicosapentaenoic acid",Eicosanoids [FA03],Hydroxy/hydroperoxyeicosapentaenoic acids [FA0307],350.21,C20H30O5,349.20178,4.282
/resources/tools/chemdb_ontology?abbrev=FA 20:5;O3,LMFA03110009,8-iso-15-keto-PGE2,"9,15-dioxo-11R-hydroxy-5Z,13E-prostadienoic acid-cyclo[8S,12R]",Eicosanoids [FA03],Isoprostanes [FA0311],350.21,C20H30O5,349.20178,4.282
/resources/tools/chemdb_ontology?abbrev=FA 20:5;O3,LMFA03140002,"10,11-dihydro-12-oxo-Resolvin E1","12-oxo-5S,18S-dihydroxy-6Z,8E,14Z,16E-eicosatetraenoic acid",Eicosanoids [FA03],Resolvin Es [FA0314],350.21,C20H30O5,349.20178,4.282
/resources/tools/chemdb_ontology?abbrev=FA 20:5;O3,LMFA03140009,18S-Resolvin E1,"5S,12R,18S-trihydroxy-6Z,8E,10E,14Z,16E-eicosapentaenoic acid",Eicosanoids [FA03],Resolvin Es [FA0314],350.21,C20H30O5,349.20178,4.282
/resources/tools/chemdb_ontology?abbrev=FA 20:5;O3,LMFA03140003,Resolvin E1,"5S,12R,18R-trihydroxy-6Z,8E,10E,14Z,16E-eicosapentaenoic acid",Eicosanoids [FA03],Resolvin Es [FA0314],350.21,C20H30O5,349.20178,4.282
/resources/tools/chemdb_ontology?abbrev=ST 19:2;O3,LMST02020127,11-Keto-5beta-dihydrotestosterone,"17beta-hydroxy-5beta-androstane-3,11-dione",Steroids [ST02],C19 steroids (androgens) and derivatives [ST0202],304.2,C19H28O3,349.20178,4.282
/resources/tools/chemdb_ontology?abbrev=ST 19:2;O3,LMST02020087,11-Ketoandrosterone,"3alpha-hydroxy-5alpha-Androstan-11,17-dione",Steroids [ST02],C19 steroids (androgens) and derivatives [ST0202],304.2,C19H28O3,349.20178,4.282
/resources/tools/chemdb_ontology?abbrev=ST 19:2;O3,LMST02020122,11-Ketodihydrotestosterone,"17beta-hydroxyandrostan-3,11-dione",Steroids [ST02],C19 steroids (androgens) and derivatives [ST0202],304.2,C19H28O3,349.20178,4.282
/resources/tools/chemdb_ontology?abbrev=ST 19:2;O3,LMST02020123,11-Ketoetiocholanolone,"5beta-androstan-3-ol-11,17-dione",Steroids [ST02],C19 steroids (androgens) and derivatives [ST0202],304.2,C19H28O3,349.20178,4.282
/resources/tools/chemdb_ontology?abbrev=ST 19:2;O3,LMST02020124,11beta-Hydroxytestosterone,"11beta,17beta-Dihydroxy-4-androsten-3-one",Steroids [ST02],C19 steroids (androgens) and derivatives [ST0202],304.2,C19H28O3,349.20178,4.282
/resources/tools/chemdb_ontology?abbrev=ST 19:2;O3,LMST02020121,11betaOH-5alpha-androstanedione,"11beta-hydroxyandrostan-3,17-dione",Steroids [ST02],C19 steroids (androgens) and derivatives [ST0202],304.2,C19H28O3,349.20178,4.282
/resources/tools/chemdb_ontology?abbrev=ST 19:2;O3,LMST02020088,16-Oxoandrostenediol,,Steroids [ST02],C19 steroids (androgens) and derivatives [ST0202],304.2,C19H28O3,349.20178,4.282
/resources/tools/chemdb_ontology?abbrev=ST 19:2;O3,LMST02020064,16alpha-Hydroxydehydroepiandrosterone,"3beta,16alpha-dihydroxy-5-androsten-17-one",Steroids [ST02],C19 steroids (androgens) and derivatives [ST0202],304.2,C19H28O3,349.20178,4.282
/resources/tools/chemdb_ontology?abbrev=ST 19:2;O3,LMST02020125,16alpha-Hydroxytestosterone,"16alpha,17beta-dihydroxyandrost-4-en-3-one",Steroids [ST02],C19 steroids (androgens) and derivatives [ST0202],304.2,C19H28O3,349.20178,4.282
/resources/tools/chemdb_ontology?abbrev=ST 19:2;O3,LMST02020112,"17-hydroxy-androstan-1,3-dione","17beta-hydroxy-5alpha-androstan-1,3-dione",Steroids [ST02],C19 steroids (androgens) and derivatives [ST0202],304.2,C19H28O3,349.20178,4.282
/resources/tools/chemdb_ontology?abbrev=ST 19:2;O3,LMST02020070,19-hydroxy-testosterone,"17beta,19-dihydroxyandrost-4-en-3-one",Steroids [ST02],C19 steroids (androgens) and derivatives [ST0202],304.2,C19H28O3,349.20178,4.282
/resources/tools/chemdb_ontology?abbrev=ST 19:2;O3,LMST02020143,1beta-hydroxytestosterone,"1beta,17beta-dihydroxyandrost-4-en-3-one",Steroids [ST02],C19 steroids (androgens) and derivatives [ST0202],304.2,C19H28O3,349.20178,4.282
/resources/tools/chemdb_ontology?abbrev=ST 19:2;O3,LMST02020144,2beta-hydroxy-testosterone,"3beta,17beta-dihydroxyandrost-4-en-3-one",Steroids [ST02],C19 steroids (androgens) and derivatives [ST0202],304.2,C19H28O3,349.20178,4.282
/resources/tools/chemdb_ontology?abbrev=ST 19:2;O3,LMST02020092,"3a,16-Dihydroxyandrostenone",,Steroids [ST02],C19 steroids (androgens) and derivatives [ST0202],304.2,C19H28O3,349.20178,4.282
/resources/tools/chemdb_ontology?abbrev=ST 19:2;O3,LMST02020090,"3a,16a-Dihydroxyandrostenone",,Steroids [ST02],C19 steroids (androgens) and derivatives [ST0202],304.2,C19H28O3,349.20178,4.282
/resources/tools/chemdb_ontology?abbrev=ST 19:2;O3,LMST02020091,"3a,16b-Dihydroxyandrostenone",,Steroids [ST02],C19 steroids (androgens) and derivatives [ST0202],304.2,C19H28O3,349.20178,4.282
/resources/tools/chemdb_ontology?abbrev=ST 19:2;O3,LMST02020102,4-Hydroxytestosterone,,Steroids [ST02],C19 steroids (androgens) and derivatives [ST0202],304.2,C19H28O3,349.20178,4.282
/resources/tools/chemdb_ontology?abbrev=ST 19:2;O3,LMST02020141,"5alpha-androstan-16alpha-ol-3,17-dione","5alpha-androstan-16alpha-hydroxy-3,17dione",Steroids [ST02],C19 steroids (androgens) and derivatives [ST0202],304.2,C19H28O3,349.20178,4.282
/resources/tools/chemdb_ontology?abbrev=ST 19:2;O3,LMST02020140,"5beta-androstan-16alpha-ol-3,17-dione","5beta-androstan-16alpha-hydroxy-3,17dione",Steroids [ST02],C19 steroids (androgens) and derivatives [ST0202],304.2,C19H28O3,349.20178,4.282
/resources/tools/chemdb_ontology?abbrev=ST 19:2;O3,LMST02020054,6beta-hydroxytestosterone,"6beta,17beta-dihydroxyandrost-4-en-3-one",Steroids [ST02],C19 steroids (androgens) and derivatives [ST0202],304.2,C19H28O3,349.20178,4.282
/resources/tools/chemdb_ontology?abbrev=ST 19:2;O3,LMST02020101,7a-Hydroxydehydroepiandrosterone,,Steroids [ST02],C19 steroids (androgens) and derivatives [ST0202],304.2,C19H28O3,349.20178,4.282
/resources/tools/chemdb_ontology?abbrev=ST 19:2;O3,LMST02020068,7alpha-Hydroxytestosterone,"7alpha,17beta-dihydroxyandrost-4-en-3-one",Steroids [ST02],C19 steroids (androgens) and derivatives [ST0202],304.2,C19H28O3,349.20178,4.282
/resources/tools/chemdb_ontology?abbrev=ST 19:2;O3,LMST02020106,7b-Hydroxydehydroepiandrosterone,,Steroids [ST02],C19 steroids (androgens) and derivatives [ST0202],304.2,C19H28O3,349.20178,4.282
/resources/tools/chemdb_ontology?abbrev=ST 19:2;O3,LMST02020109,,"3beta,6alpha-dihydroxy-5alpha-androst-9(11)-en-17-one",Steroids [ST02],C19 steroids (androgens) and derivatives [ST0202],304.2,C19H28O3,349.20178,4.282
/resources/tools/chemdb_ontology?abbrev=FA 18:5;O,LMFA01031032,Athanacalvic acid,"9-hydroxy-9E,16Z-octadecadiene-12,14-diynoic acid",Fatty Acids and Conjugates [FA01],Unsaturated fatty acids [FA0103],288.17,C18H24O3,287.16497,6.479
/resources/tools/chemdb_ontology?abbrev=FA 18:5;O,LMFA01031027,Bolekolic acid,"8-Hydroxy-13E-octadecen-9,11-diynoic acid",Fatty Acids and Conjugates [FA01],Unsaturated fatty acids [FA0103],290.19,C18H26O3,287.16497,6.479
/resources/tools/chemdb_ontology?abbrev=FA 18:5;O,LMFA01060210,"8-Oxo-10,12-octadecadiynoic acid","8-Oxo-10,12-octadecadiynoic acid",Fatty Acids and Conjugates [FA01],Oxo fatty acids [FA0106],290.19,C18H26O3,287.16497,6.479
/resources/tools/chemdb_ontology?abbrev=FA 18:5;O,LMFA01070030,"5,6-Epoxyoctadeca-7,9-diynoic acid","5,6-Epoxyoctadeca-7,9-diynoic acid",Fatty Acids and Conjugates [FA01],Epoxy fatty acids [FA0107],290.19,C18H26O3,287.16497,6.479
/resources/tools/chemdb_ontology?abbrev=FA 18:5;O,LMFA02000465,10-HOPE,"10-hydroxy-3Z,6Z,8E,12Z,15Z-octadecapentaenoic acid",Octadecanoids [FA02],Other Octadecanoids [FA0200],290.19,C18H26O3,287.16497,6.479
/resources/tools/chemdb_ontology?abbrev=FA 18:5;O,LMFA02000469,12-HOPE,"12-hydroxy-3Z,6Z,9Z,13E,15Z-octadecapentaenoic acid",Octadecanoids [FA02],Other Octadecanoids [FA0200],290.19,C18H26O3,287.16497,6.479
/resources/tools/chemdb_ontology?abbrev=FA 18:5;O,LMFA02000472,13-HOPE,"13-hydroxy-3Z,6Z,9Z,11E,15Z-octadecapentaenoic acid",Octadecanoids [FA02],Other Octadecanoids [FA0200],290.19,C18H26O3,287.16497,6.479
/resources/tools/chemdb_ontology?abbrev=FA 18:5;O,LMFA02000473,15-HOPE,"15-hydroxy-3Z,6Z,9Z,12Z,16E-octadecapentaenoic acid",Octadecanoids [FA02],Other Octadecanoids [FA0200],290.19,C18H26O3,287.16497,6.479
/resources/tools/chemdb_ontology?abbrev=FA 18:5;O,LMFA02000270,"4-oxo-9Z,11Z,13E,15E-octadecatetraenoic acid","4-oxo-9Z,11Z,13E,15E-octadecatetraenoic acid",Octadecanoids [FA02],Other Octadecanoids [FA0200],290.19,C18H26O3,287.16497,6.479
/resources/tools/chemdb_ontology?abbrev=FA 18:5;O,LMFA02000199,"8-hydroxy-13Z-octadecene-9,11-diynoic acid","8-hydroxy-13Z-octadecene-9,11-diynoic acid",Octadecanoids [FA02],Other Octadecanoids [FA0200],290.19,C18H26O3,287.16497,6.479
/resources/tools/chemdb_ontology?abbrev=FA 18:5;O,LMFA02000201,"8-hydroxy-17-octadecene-10,12-diynoic acid","8-hydroxy-17-octadecene-10,12-diynoic acid",Octadecanoids [FA02],Other Octadecanoids [FA0200],290.19,C18H26O3,287.16497,6.479
/resources/tools/chemdb_ontology?abbrev=FA 18:5;O,LMFA02000271,"8-oxo-9,11-octadecadiynoic acid","8-oxo-9,11-octadecadiynoic acid",Octadecanoids [FA02],Other Octadecanoids [FA0200],290.19,C18H26O3,287.16497,6.479
/resources/tools/chemdb_ontology?abbrev=FA 18:5;O,LMFA02000481,9-HOPE,"9-hydroxy-3Z,6Z,10E,12Z,15Z-octadecapentaenoic acid",Octadecanoids [FA02],Other Octadecanoids [FA0200],290.19,C18H26O3,287.16497,6.479
/resources/tools/chemdb_ontology?abbrev=FA 18:5;O,LMFA02000293,Chrysobalanic acid,"4-oxo-octa-deca-9Z,11E,13E,15Z-tetraenoic acid",Octadecanoids [FA02],Other Octadecanoids [FA0200],290.19,C18H26O3,287.16497,6.479
/resources/tools/chemdb_ontology?abbrev=FA 18:5;O,LMFA02000417,Ecklonialactone A,"(1R,2S,9Z,12Z,14S,15R,17S)-2-ethyl-3,16-dioxatricyclo[12.4.0.015,17]octadeca-9,12-dien-4-one",Octadecanoids [FA02],Other Octadecanoids [FA0200],290.19,C18H26O3,287.16497,6.479
/resources/tools/chemdb_ontology?abbrev=FA 18:5;O,LMFA02000418,Ecklonialactone B,"(1R,2S,12Z,14S,15R,17S)-2-ethyl-3,16-dioxatricyclo[12.4.0.015,17]octadeca-12-en-4-one",Octadecanoids [FA02],Other Octadecanoids [FA0200],292.2,C18H28O3,287.16497,6.479
/resources/tools/chemdb_ontology?abbrev=FA 18:5;O,LMFA02000200,Isanolic acid,"8-hydroxy-17-octadecene-9,11-diynoic acid",Octadecanoids [FA02],Other Octadecanoids [FA0200],290.19,C18H26O3,287.16497,6.479
/resources/tools/chemdb_ontology?abbrev=FA 18:5;O,LMFA02010025,"14,15-dehydro-12-oxo-phytodienoic acid",8-[(5E)-4-oxo-5-[(Z)-pent-2-enylidene]cyclopent-2-en-1-yl]octanoic acid,Octadecanoids [FA02],12-oxophytodienoic acid metabolites [FA0201],290.19,C18H26O3,287.16497,6.479
/resources/tools/chemdb_ontology?abbrev=FA 18:5;O,LMFA07040130,Cymatherelactone,,Fatty esters [FA07],Lactones [FA0704],290.19,C18H26O3,287.16497,6.479
/resources/tools/chemdb_ontology?abbrev=SPB 18:0;O3,LMSP01030001,Phytosphingosine,4R-hydroxysphinganine,Sphingoid bases [SP01],4-Hydroxysphinganines (Phytosphingosines) [SP0103],317.29,C18H39NO3,376.30701,3.13
/resources/tools/chemdb_ontology?abbrev=FA 20:7;O,LMFA01150036,"2-(5-((2Z,5Z,8Z,11E)-tetradeca-2,5,8,11-tetraen-1-yl)furan-2-yl)-ethanoic acid","2-(5-((2Z,5Z,8Z,11E)-tetradeca-2,5,8,11-tetraen-1-yl)furan-2-yl)-acetic acid",Fatty Acids and Conjugates [FA01],Heterocyclic fatty acids [FA0115],314.19,C20H26O3,313.18123,5.026
/resources/tools/chemdb_ontology?abbrev=FA 20:7;O,LMFA01150035,"2-(5-((2Z,5Z,8Z,11Z)-tetradeca-2,5,8,11-tetraen-1-yl)furan-2-yl)-ethanoic acid","2-(5-((2Z,5Z,8Z,11Z)-tetradeca-2,5,8,11-tetraen-1-yl)furan-2-yl)-acetic acid",Fatty Acids and Conjugates [FA01],Heterocyclic fatty acids [FA0115],314.19,C20H26O3,313.18123,5.026
/resources/tools/chemdb_ontology?abbrev=FA 20:7;O,LMFA03010241,15-deoxyprostaglandin J3,"11-oxo-5Z,9Z,12E,14E,17Z-prostatetraenoic acid",Eicosanoids [FA03],Prostaglandins [FA0301],314.19,C20H26O3,313.18123,5.026
/resources/tools/chemdb_ontology?abbrev=LPA 22:6,LMGP10050019,"PA(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)","1-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-glycero-3-phosphate",Glycerophosphates [GP10],Monoacylglycerophosphates [GP1005],482.24,C25H39O7P,481.23625,10.633
/resources/tools/chemdb_ontology?abbrev=FA 20:2;O2,LMFA01040030,15S-HpEDE,"15S-hydroperoxy-11Z,13E-eicosadienoic acid",Fatty Acids and Conjugates [FA01],Hydroperoxy fatty acids [FA0104],340.26,C20H36O4,375.23074,7.182
/resources/tools/chemdb_ontology?abbrev=FA 20:2;O2,LMFA03010068,11-deoxy-PGF1a,"9S,15S-dihydroxy-13E-prostaenoic acid",Eicosanoids [FA03],Prostaglandins [FA0301],340.26,C20H36O4,375.23074,7.182
/resources/tools/chemdb_ontology?abbrev=FA 20:2;O2,LMFA03010070,11-deoxy-PGF1b,"9R,15S-dihydroxy-13E-prostaenoic acid",Eicosanoids [FA03],Prostaglandins [FA0301],340.26,C20H36O4,375.23074,7.182
/resources/tools/chemdb_ontology?abbrev=FA 20:2;O2,LMFA03010053,PGE1 alcohol,"1,11R,15S-trihydroxy-13E-prosten-9-one",Eicosanoids [FA03],Prostaglandins [FA0301],340.26,C20H36O4,375.23074,7.182
/resources/tools/chemdb_ontology?abbrev=FOH 20:2;O3,LMFA03010113,PGF2alpha alcohol,"1,9S,11R,15S-tetrahydroxy-5Z,13E-prostadiene",Eicosanoids [FA03],Prostaglandins [FA0301],340.26,C20H36O4,375.23074,7.182
/resources/tools/chemdb_ontology?abbrev=FA 19:2,LMFA01020378,"18:2(5Z,9Z)(16Me)","16-methyl-5Z,9Z-octadecadienoic acid",Fatty Acids and Conjugates [FA01],Branched fatty acids [FA0102],294.26,C19H34O2,293.24879,7.867
/resources/tools/chemdb_ontology?abbrev=FA 19:2,LMFA01020379,"18:2(5Z,9Z)(17Me)","17-methyl-5Z,9Z-octadecadienoic acid",Fatty Acids and Conjugates [FA01],Branched fatty acids [FA0102],294.26,C19H34O2,293.24879,7.867
/resources/tools/chemdb_ontology?abbrev=FA 19:2,LMFA01030365,"10E,13E-nonadecadienoic acid","10E,13E-nonadecadienoic acid",Fatty Acids and Conjugates [FA01],Unsaturated fatty acids [FA0103],294.26,C19H34O2,293.24879,7.867
/resources/tools/chemdb_ontology?abbrev=FA 19:2,LMFA01030129,"10Z,13Z-nonadecadienoic acid","10Z,13Z-nonadecadienoic acid",Fatty Acids and Conjugates [FA01],Unsaturated fatty acids [FA0103],294.26,C19H34O2,293.24879,7.867
